DISTRICT,CUSTODIAL RAPE,OTHER IPC CRIMES,STATE/UT,OTHER RAPE,CRIMINAL BREACH OF TRUST,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,THEFT,RAPE,RIOTS,KIDNAPPING & ABDUCTION,ROBBERY,YEAR,AUTO THEFT,OTHER THEFT,ATTEMPT TO MURDER,MURDER,ARSON,TOTAL IPC CRIMES,DACOITY,COUNTERFIETING,BURGLARY,CHEATING
NORTH GOA,0,721,Goa,48,61,1,699,48,72,50,17,2013,219,480,31,27,23,2595,6,15,219,103
SOUTH GOA,0,454,Goa,38,31,1,439,38,55,58,20,2013,135,304,17,9,16,1717,5,4,166,96
ZZ TOTAL,0,1175,Goa,86,92,2,1138,86,127,108,37,2013,354,784,48,36,39,4312,11,19,385,199
AHMEDABAD COMMR.,0,11541,Gujarat,116,227,2,3449,116,151,458,582,2013,2091,1358,68,96,24,21258,16,24,674,255
AHMEDABAD RURAL,0,2595,Gujarat,17,38,2,219,17,70,67,35,2013,84,135,51,38,8,4050,19,3,94,23
AHWA-DANG,0,128,Gujarat,4,1,0,10,4,3,6,0,2013,2,8,1,6,0,248,0,1,9,5
AMRELI,0,1305,Gujarat,11,22,3,95,11,30,64,11,2013,52,43,9,30,12,2229,1,10,78,5
ANAND,0,1530,Gujarat,12,31,2,241,12,35,76,14,2013,155,86,17,27,14,2816,4,2,98,31
BHARUCH,0,1245,Gujarat,23,71,0,403,23,38,44,17,2013,197,206,9,38,4,2756,10,3,170,4
BHAVNAGAR,0,2590,Gujarat,17,23,1,388,17,75,109,40,2013,198,190,31,52,32,4410,6,4,157,49
CID CRIME,0,4,Gujarat,0,2,0,0,0,0,1,0,2013,0,0,0,0,0,8,0,0,0,1
DAHOD,0,403,Gujarat,14,6,0,239,14,44,81,53,2013,156,83,8,31,9,1544,30,0,183,6
GANDHINAGAR,0,5574,Gujarat,22,10,1,381,22,34,71,24,2013,189,192,9,21,2,6933,3,8,110,50
HIMATNAGAR,0,8828,Gujarat,14,17,5,252,14,45,76,11,2013,105,147,6,43,8,10261,8,5,118,37
JAMNAGAR,0,2045,Gujarat,27,31,2,404,27,90,64,24,2013,180,224,37,42,10,4247,9,2,146,16
JUNAGADH,0,2074,Gujarat,29,37,1,245,29,131,84,22,2013,111,134,19,36,15,4099,5,9,151,37
KHEDA NORTH,0,3657,Gujarat,14,22,2,155,14,36,72,3,2013,89,66,30,30,5,4838,7,0,64,27
KUTCH (EAST(G)),0,1427,Gujarat,25,24,0,323,25,41,51,20,2013,159,164,16,31,9,2810,4,1,212,31
KUTCH (WEST-BHUJ),0,1097,Gujarat,28,26,0,252,28,60,35,14,2013,81,171,20,20,11,2121,5,3,114,5
MEHSANA,0,5375,Gujarat,11,40,0,551,11,83,139,55,2013,246,305,18,23,8,7496,16,3,176,51
NARMADA,0,383,Gujarat,7,8,0,50,7,12,24,1,2013,31,19,2,14,3,727,0,1,26,5
NAVSARI,0,967,Gujarat,9,56,0,272,9,17,39,8,2013,165,107,11,14,1,1737,8,3,108,18
PALANPUR,0,2948,Gujarat,62,27,0,474,62,76,104,63,2013,240,234,46,38,18,5480,19,5,222,74
PANCHMAHAL,0,1944,Gujarat,16,18,2,257,16,48,96,8,2013,171,86,15,59,23,3563,18,3,132,26
PATAN,0,2306,Gujarat,19,27,0,283,19,63,74,33,2013,133,150,9,14,11,3677,17,10,92,24
PORBANDAR,0,441,Gujarat,6,12,0,65,6,21,16,5,2013,26,39,6,12,5,838,1,1,24,10
RAJKOT COMMR.,0,1284,Gujarat,14,93,3,853,14,69,63,41,2013,633,220,26,36,21,3572,4,7,252,24
RAJKOT RURAL,0,2595,Gujarat,30,87,3,388,30,76,83,31,2013,224,164,9,43,10,4683,6,4,163,6
SURAT COMMR.,0,20310,Gujarat,76,25,9,1570,76,59,309,56,2013,941,629,30,99,6,24307,11,10,364,187
SURAT RURAL,0,1754,Gujarat,19,20,3,449,19,33,36,23,2013,215,234,8,46,3,3242,16,5,142,40
SURENDRANAGAR,0,1286,Gujarat,18,36,2,303,18,76,71,18,2013,124,179,30,32,7,2822,9,3,122,11
TAPI,0,406,Gujarat,8,12,2,88,8,7,17,2,2013,37,51,2,17,5,822,1,1,34,14
VADODARA COMMR.,0,9433,Gujarat,19,20,2,1221,19,93,82,151,2013,849,372,34,20,8,12786,10,3,422,194
VADODARA RURAL,0,1909,Gujarat,25,24,1,305,25,58,72,17,2013,217,88,13,70,9,3439,17,6,88,26
VALSAD,0,1170,Gujarat,19,77,0,450,19,36,73,33,2013,252,198,10,24,3,2713,6,3,224,24
W.RLY AHMEDABAD,0,37,Gujarat,0,0,0,264,0,2,7,7,2013,30,234,2,11,0,381,1,0,7,6
W.RLY VADODARA,0,47,Gujarat,1,2,1,414,1,3,2,7,2013,15,399,1,5,0,522,1,1,4,2
ZZ TOTAL,0,100638,Gujarat,732,1172,49,15313,732,1715,2666,1429,2013,8398,6915,603,1118,304,157435,288,144,4980,1324
AMBALA RURAL,0,339,Haryana,17,6,1,195,17,0,67,10,2013,89,106,5,17,4,1110,4,1,92,47
AMBALA URBAN,0,583,Haryana,24,64,2,438,24,3,159,13,2013,267,171,15,17,6,2255,7,0,394,79
BHIWANI,0,1233,Haryana,52,15,0,741,52,174,169,36,2013,483,258,49,62,24,3877,6,0,411,167
FARIDABAD,0,1529,Haryana,65,170,3,1763,65,183,155,34,2013,1495,268,59,60,4,5264,6,2,392,53
FATEHABAD,0,788,Haryana,30,6,2,258,30,21,47,9,2013,169,89,20,25,4,1974,6,1,176,83
GRP,0,551,Haryana,2,6,0,415,2,11,9,20,2013,99,316,1,19,0,1150,1,1,1,5
GURGAON,0,2495,Haryana,82,98,5,4330,82,159,263,137,2013,3323,1007,72,87,10,9729,31,3,667,257
HISSAR,0,2164,Haryana,61,22,2,1182,61,107,114,63,2013,782,400,62,55,25,5432,8,2,468,178
I&P HARYANA,0,649,Haryana,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,649,0,0,0,0
JHAJJAR,0,591,Haryana,17,13,5,452,17,29,50,28,2013,254,198,36,43,6,2028,2,0,162,65
JIND,0,769,Haryana,38,54,11,726,38,167,100,33,2013,490,236,30,58,12,2923,2,1,308,35
KAITHAL,0,527,Haryana,26,46,1,325,26,0,106,16,2013,236,89,14,31,2,1805,6,2,181,21
KARNAL,0,1099,Haryana,72,7,3,975,72,37,362,54,2013,681,294,33,56,15,4302,6,2,459,224
KURUKSHETRA,0,867,Haryana,25,14,1,641,25,0,56,25,2013,467,174,23,20,5,2635,0,0,288,104
MAHENDRAGARH,0,641,Haryana,28,21,2,360,28,91,69,21,2013,181,179,13,45,10,1960,10,0,182,20
MEWAT,0,812,Haryana,68,13,2,536,68,171,44,18,2013,392,144,58,32,5,2427,10,0,59,97
PALWAL,0,806,Haryana,51,36,5,695,51,165,66,28,2013,503,192,54,40,1,2747,4,0,128,28
PANCHKULA,0,457,Haryana,15,13,1,464,15,13,163,21,2013,328,136,2,12,2,1790,7,0,212,136
PANIPAT,0,1064,Haryana,52,9,3,890,52,32,144,31,2013,738,152,25,59,7,3299,9,0,232,119
REWARI,0,795,Haryana,43,46,0,727,43,58,67,52,2013,542,185,37,35,12,2703,15,1,226,25
ROHTAK,0,875,Haryana,51,16,3,830,51,90,80,39,2013,649,181,47,63,7,3103,2,0,325,67
SIRSA,0,1061,Haryana,64,14,2,524,64,46,140,15,2013,342,182,28,34,9,2825,1,1,228,35
SONIPAT,0,1177,Haryana,50,16,1,754,50,3,69,49,2013,516,238,61,81,17,3570,5,2,327,96
YAMUNANAGAR,0,895,Haryana,38,5,0,399,38,0,273,11,2013,337,62,37,31,2,2541,6,1,203,89
ZZ TOTAL,0,22767,Haryana,971,710,55,18620,971,1560,2772,763,2013,13363,5257,781,982,189,72098,154,20,6121,2030
BADDIPOLICEDIST,0,149,Himachal Pradesh,6,21,1,42,6,31,24,0,2013,24,18,4,10,1,611,1,0,30,19
BILASPUR,0,674,Himachal Pradesh,13,13,0,49,13,29,51,0,2013,14,35,12,4,10,1131,1,0,69,32
CHAMBA,0,333,Himachal Pradesh,19,7,0,46,19,38,14,0,2013,12,34,3,5,6,694,0,1,66,14
CID,0,9,Himachal Pradesh,1,0,0,0,1,0,0,0,2013,0,0,0,0,0,10,0,0,0,0
G.R.P.,0,12,Himachal Pradesh,0,0,1,5,0,0,0,0,2013,0,5,0,0,0,20,1,0,0,0
HAMIRPUR,0,379,Himachal Pradesh,12,8,0,45,12,16,16,0,2013,23,22,2,6,3,873,0,1,66,41
KANGRA,0,1964,Himachal Pradesh,33,14,1,112,33,73,61,6,2013,37,75,15,28,21,2884,0,1,139,72
KINNAUR,0,74,Himachal Pradesh,6,4,0,11,6,9,4,1,2013,2,9,0,0,0,173,0,0,26,0
KULLU,0,512,Himachal Pradesh,29,6,0,51,29,32,29,0,2013,16,35,7,7,38,1009,4,1,73,43
LAHAUL-SPITI,0,70,Himachal Pradesh,1,0,0,3,1,0,0,0,2013,0,3,0,1,0,87,0,0,0,0
MANDI,0,1107,Himachal Pradesh,31,6,0,89,31,51,48,0,2013,13,76,6,9,20,1831,2,2,119,57
SHIMLA,0,769,Himachal Pradesh,32,30,2,157,32,93,49,1,2013,48,109,13,11,28,1652,2,1,161,41
SIRMAUR,0,410,Himachal Pradesh,25,6,0,58,25,40,17,1,2013,29,29,2,7,3,814,1,2,34,38
SOLAN,0,270,Himachal Pradesh,17,12,1,79,17,26,16,3,2013,38,41,0,5,3,885,1,0,97,29
UNA,0,526,Himachal Pradesh,25,8,0,71,25,49,23,2,2013,25,46,6,11,5,1076,1,3,52,86
ZZ TOTAL,0,7258,Himachal Pradesh,250,135,6,818,250,487,352,14,2013,281,537,70,104,138,13750,14,12,932,472
ANANTNAG,0,726,Jammu & Kashmir,19,4,0,71,19,162,93,4,2013,15,56,14,8,16,1426,2,2,88,26
AWANTIPORA,0,190,Jammu & Kashmir,5,1,0,12,5,23,14,3,2013,1,11,8,4,1,332,0,1,18,8
BANDIPORA,0,321,Jammu & Kashmir,8,7,3,33,8,109,51,0,2013,1,32,8,4,4,653,0,1,30,13
BARAMULLA,0,696,Jammu & Kashmir,19,7,0,97,19,219,95,12,2013,20,77,17,8,15,1457,0,0,75,23
BUDGAM,0,606,Jammu & Kashmir,11,5,4,110,11,198,63,2,2013,13,97,31,4,20,1218,0,1,85,18
CRIME JAMMU,0,1,Jammu & Kashmir,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,19,0,0,0,18
CRIME SRINAGAR,0,0,Jammu & Kashmir,0,3,0,0,0,0,0,0,2013,0,0,0,0,0,30,0,0,0,27
DODA,0,524,Jammu & Kashmir,29,7,0,49,29,25,37,1,2013,1,48,20,4,9,874,0,0,46,19
GANDERBAL,0,226,Jammu & Kashmir,5,4,0,42,5,94,29,1,2013,4,38,12,1,3,553,1,1,35,11
HANDWARA,0,241,Jammu & Kashmir,10,2,0,55,10,45,30,0,2013,0,55,12,2,2,513,0,0,14,7
JAMMU,0,2947,Jammu & Kashmir,50,42,2,398,50,89,96,2,2013,219,179,91,11,26,4547,0,7,312,130
KARGIL,0,68,Jammu & Kashmir,0,1,1,4,0,14,1,0,2013,0,4,0,1,0,108,0,0,4,1
KATHUA,0,836,Jammu & Kashmir,20,7,0,73,20,19,27,0,2013,29,44,13,6,5,1178,0,0,67,19
KISHTWAR,0,271,Jammu & Kashmir,12,0,0,10,12,2,15,2,2013,0,10,13,5,7,391,1,0,14,1
KULGAM,0,336,Jammu & Kashmir,13,5,1,47,13,102,61,18,2013,7,40,48,3,9,941,0,2,31,11
KUPWARA,0,315,Jammu & Kashmir,19,5,0,76,19,144,54,2,2013,1,75,25,5,11,790,0,4,29,17
LEH,0,130,Jammu & Kashmir,2,2,0,8,2,0,0,0,2013,0,8,1,0,0,156,0,0,9,1
POONCH,0,446,Jammu & Kashmir,20,2,5,22,20,62,27,1,2013,2,20,18,7,16,806,0,1,32,18
PULWAMA,0,133,Jammu & Kashmir,10,8,0,20,10,79,28,4,2013,1,19,8,8,8,429,0,2,11,7
RAILWAYS JAMMU,0,14,Jammu & Kashmir,0,0,0,2,0,0,0,0,2013,0,2,1,1,1,20,0,0,0,0
RAILWAYS KASHMIR,0,5,Jammu & Kashmir,0,0,0,2,0,10,0,0,2013,2,0,0,0,0,19,0,0,0,0
RAILWAYS KATRA,0,1,Jammu & Kashmir,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0
RAJOURI,0,1274,Jammu & Kashmir,30,6,3,61,30,36,59,2,2013,17,44,30,11,15,1814,0,0,55,53
RAMBAN,0,557,Jammu & Kashmir,13,4,0,34,13,3,21,0,2013,11,23,15,6,4,737,0,0,20,7
REASI,0,528,Jammu & Kashmir,13,5,3,27,13,24,19,0,2013,4,23,9,5,3,704,0,0,24,7
SAMBA,0,565,Jammu & Kashmir,5,0,1,28,5,41,8,0,2013,12,16,23,5,8,777,0,0,29,16
SHOPIAN,0,142,Jammu & Kashmir,5,2,0,81,5,46,17,3,2013,2,79,17,6,6,387,0,2,13,7
SOPORE,0,170,Jammu & Kashmir,15,4,1,113,15,43,34,0,2013,3,110,24,13,5,578,0,0,71,12
SRINAGAR,0,1264,Jammu & Kashmir,22,19,4,333,22,115,90,30,2013,206,127,38,16,25,2792,2,2,232,97
UDHAMPUR,0,888,Jammu & Kashmir,23,3,0,54,23,10,14,0,2013,12,42,14,6,2,1140,0,0,43,16
ZZ TOTAL,0,14421,Jammu & Kashmir,378,155,28,1862,378,1714,983,87,2013,583,1279,510,150,221,25390,6,26,1387,590
BOKARO,0,1759,Jharkhand,58,199,0,736,58,139,78,28,2013,219,517,7,47,0,3634,13,0,159,145
CHAIBASA,0,164,Jharkhand,77,11,5,186,77,22,27,18,2013,37,149,53,121,4,1061,5,0,7,53
CHATRA,0,536,Jharkhand,25,9,1,114,25,53,29,14,2013,32,82,1,42,6,1062,11,0,30,26
DEOGHAR,0,370,Jharkhand,61,111,0,306,61,257,67,16,2013,109,197,45,55,5,2394,13,0,102,138
DHANBAD,0,2245,Jharkhand,65,109,23,947,65,254,157,63,2013,405,542,27,68,7,4768,35,0,194,201
DHANBAD RLY.,0,99,Jharkhand,0,0,0,263,0,1,7,7,2013,19,244,0,10,0,409,7,0,1,3
DUMKA,0,605,Jharkhand,41,12,4,226,41,107,38,14,2013,60,166,43,79,23,1817,8,0,60,49
GARHWA,0,1028,Jharkhand,53,52,8,40,53,164,31,41,2013,38,2,37,33,60,2688,5,0,42,126
GIRIDIH,0,1965,Jharkhand,53,14,0,336,53,326,84,30,2013,86,250,104,53,5,4378,21,0,86,276
GODDA,0,1366,Jharkhand,44,15,0,144,44,38,58,12,2013,46,98,0,65,4,1800,2,0,31,13
GUMLA,0,123,Jharkhand,59,3,8,86,59,16,39,23,2013,26,60,27,183,13,929,1,0,14,14
HAZARIBAGH,0,1255,Jharkhand,63,16,7,336,63,172,72,26,2013,134,202,28,77,5,2719,19,2,75,94
JAMSHEDPUR,0,1278,Jharkhand,85,150,8,922,85,108,86,53,2013,370,552,30,103,4,4727,11,1,153,507
JAMSHEDPUR RLY.,0,37,Jharkhand,3,2,1,146,3,0,1,7,2013,19,127,0,7,0,219,2,0,5,3
JAMTARA,0,598,Jharkhand,32,15,2,110,32,86,24,10,2013,36,74,11,20,3,1255,2,0,11,124
KHUNTI,0,53,Jharkhand,9,1,2,34,9,38,16,13,2013,14,20,12,90,2,382,0,0,5,12
KODERMA,0,715,Jharkhand,23,23,5,130,23,125,32,7,2013,38,92,59,25,0,1736,3,0,23,151
LATEHAR,0,230,Jharkhand,27,20,3,106,27,41,25,8,2013,12,94,21,49,4,698,8,0,7,10
LOHARDAGGA,0,277,Jharkhand,34,2,2,61,34,11,29,6,2013,26,35,0,30,0,584,3,1,10,36
PAKUR,0,366,Jharkhand,48,9,2,107,48,114,34,11,2013,26,81,12,32,3,1139,3,0,11,62
PALAMU,0,679,Jharkhand,31,14,0,230,31,142,53,44,2013,67,163,64,88,4,2228,18,0,84,107
RAMGARH,0,187,Jharkhand,36,36,4,217,36,47,40,15,2013,67,150,45,25,0,1213,8,0,21,96
RANCHI,0,640,Jharkhand,70,21,15,703,70,105,68,55,2013,201,502,75,137,19,2860,20,0,119,126
SAHEBGANJ,0,445,Jharkhand,145,29,2,113,145,70,120,6,2013,38,75,17,53,7,1938,0,3,36,115
SARAIKELA,0,288,Jharkhand,33,1,3,183,33,23,33,19,2013,58,125,30,65,2,1057,8,0,40,71
SIMDEGA,0,100,Jharkhand,29,10,2,57,29,6,23,22,2013,12,45,26,73,5,513,6,0,13,19
ZZ TOTAL,0,17408,Jharkhand,1204,884,107,6839,1204,2465,1271,568,2013,2195,4644,774,1630,185,48208,232,7,1339,2577
BAGALKOT,0,1071,Karnataka,30,4,1,197,30,292,18,22,2013,113,84,33,52,7,2340,9,0,147,84
BANGALORE COMMR.,0,7972,Karnataka,80,133,26,10643,80,362,642,619,2013,5356,5287,442,217,16,30318,40,33,1404,2987
BANGALORE RURAL,0,2869,Karnataka,57,35,3,596,57,246,93,129,2013,305,291,76,69,10,5663,30,1,311,281
BELGAUM,0,3335,Karnataka,61,20,0,472,61,473,40,67,2013,268,204,103,113,16,6594,8,0,310,296
BELLARY,0,1461,Karnataka,36,25,0,351,36,206,58,53,2013,205,146,41,57,3,3269,7,0,177,214
BIDAR,0,2058,Karnataka,18,4,7,171,18,207,34,30,2013,75,96,47,40,15,3963,3,3,107,53
BIJAPUR,0,1245,Karnataka,28,4,3,145,28,205,37,27,2013,84,61,45,66,11,2569,6,0,118,54
CBPURA,0,1007,Karnataka,33,23,12,211,33,228,26,26,2013,92,119,32,43,0,2372,1,1,76,56
CHAMARAJNAGAR,0,705,Karnataka,16,3,4,137,16,141,17,11,2013,58,79,63,27,3,1866,5,0,54,41
CHICKMAGALUR,1,1292,Karnataka,20,13,6,162,21,154,36,20,2013,75,87,37,38,0,2758,7,1,106,71
CHITRADURGA,0,2150,Karnataka,31,7,1,213,31,193,28,25,2013,98,115,42,31,17,3970,4,0,130,62
DAKSHIN KANNADA,0,1089,Karnataka,14,1,0,100,14,164,17,29,2013,33,67,24,17,11,2050,6,0,109,52
DAVANAGERE,0,1626,Karnataka,33,30,2,397,33,352,31,58,2013,199,198,23,33,3,3843,7,2,180,93
DHARWAD COMMR.,0,881,Karnataka,16,14,0,393,16,157,99,65,2013,201,192,50,19,9,2443,7,1,184,180
DHARWAD RURAL,0,711,Karnataka,18,8,2,54,18,85,13,5,2013,18,36,42,25,5,1238,1,0,38,19
GADAG,0,400,Karnataka,18,2,0,75,18,104,13,12,2013,39,36,25,24,5,1092,1,0,39,27
GULBARGA,0,2014,Karnataka,54,4,7,274,54,470,60,62,2013,129,145,118,88,19,4524,13,1,195,79
HASSAN,0,2524,Karnataka,61,12,4,415,61,170,57,52,2013,227,188,92,57,19,5433,3,2,224,114
HAVERI,0,890,Karnataka,18,12,0,145,18,254,14,20,2013,81,64,31,16,0,2157,5,0,76,49
K.G.F.,0,333,Karnataka,23,0,0,62,23,50,12,15,2013,30,32,31,12,0,822,3,0,67,29
KODAGU,0,682,Karnataka,26,3,1,128,26,48,23,17,2013,25,103,33,30,2,1707,3,0,107,54
KOLAR,0,1086,Karnataka,20,2,0,187,20,251,10,50,2013,71,116,43,45,8,2275,5,0,99,75
KOPPAL,0,1018,Karnataka,22,3,0,84,22,138,14,7,2013,53,31,14,22,0,1732,3,0,49,54
MANDYA,0,2409,Karnataka,31,12,3,559,31,305,74,67,2013,213,346,76,50,25,5544,9,1,221,120
MANGALORE CITY,0,1467,Karnataka,20,8,0,241,20,118,12,67,2013,130,111,32,25,2,2872,9,1,164,248
MYSORE COMMR.,0,1206,Karnataka,19,17,2,580,19,71,22,151,2013,424,156,28,30,0,2916,11,8,125,236
MYSORE RURAL,0,1921,Karnataka,26,6,2,341,26,258,55,34,2013,143,198,45,66,16,4116,8,2,220,98
RAICHUR,0,1274,Karnataka,43,8,0,156,43,294,24,13,2013,78,78,46,47,4,3062,8,2,67,108
RAILWAYS,0,46,Karnataka,1,1,0,726,1,0,3,65,2013,8,718,4,18,0,913,7,4,2,8
RAMANAGAR,0,2064,Karnataka,21,10,1,507,21,250,43,92,2013,271,236,71,51,53,4363,19,2,273,68
SHIMOGA,0,2580,Karnataka,43,14,2,340,43,330,67,66,2013,147,193,65,44,15,5943,10,1,191,217
TUMKUR,0,2422,Karnataka,37,26,2,421,37,201,41,90,2013,198,223,49,58,18,4829,10,0,210,157
UDUPI,0,1524,Karnataka,22,6,0,120,22,128,23,41,2013,45,75,26,20,7,2667,7,0,110,146
UTTAR KANNADA,0,1627,Karnataka,17,7,0,99,17,128,51,35,2013,38,61,24,18,11,2977,4,0,67,138
YADGIRI,0,158,Karnataka,16,0,1,54,16,204,29,8,2013,29,25,31,33,2,1489,1,0,46,30
ZZ TOTAL,1,57117,Karnataka,1029,477,92,19756,1030,7237,1836,2150,2013,9559,10197,1984,1601,332,136689,280,66,6003,6598
ALAPUZHA,0,6812,Kerala,45,19,3,197,45,483,14,39,2013,68,129,34,19,25,10198,3,0,162,274
ERNAKULAM COMMR.,0,11274,Kerala,40,35,2,307,40,333,10,39,2013,103,204,22,7,5,13499,5,1,88,524
ERNAKULAM RURAL,0,11275,Kerala,67,20,9,279,67,543,14,65,2013,90,189,38,23,7,14462,7,1,188,283
IDUKKI,0,2483,Kerala,67,21,2,152,67,286,4,17,2013,21,131,39,21,6,5101,5,2,155,173
KANNUR,0,3420,Kerala,60,16,4,149,60,763,22,62,2013,47,102,34,19,101,6899,5,16,205,211
KASARGOD,0,2963,Kerala,81,11,3,170,81,513,21,30,2013,116,54,17,18,40,5401,3,3,135,127
KOLLAM COMMR.,0,5071,Kerala,64,12,8,150,64,311,18,66,2013,55,95,36,16,18,7790,3,16,117,158
KOLLAM RURAL,0,4171,Kerala,92,7,8,186,92,515,12,14,2013,40,146,46,19,13,7257,2,2,176,188
KOTTAYAM,0,8556,Kerala,47,34,6,249,47,486,12,35,2013,67,182,33,25,9,12314,0,3,172,237
KOZHIKODE COMMR.,0,2136,Kerala,30,17,1,194,30,336,11,43,2013,107,87,14,13,14,3966,4,4,108,150
KOZHIKODE RURAL,0,3086,Kerala,64,8,2,165,64,896,19,22,2013,84,81,27,8,62,6132,0,0,137,169
MALAPPURAM,0,13651,Kerala,99,16,6,267,99,947,11,33,2013,101,166,36,25,28,17840,3,4,286,478
PALAKKAD,0,8246,Kerala,93,50,13,203,93,756,18,43,2013,57,146,33,25,27,11848,2,2,159,281
PATHANAMTHITTA,0,3300,Kerala,45,8,2,161,45,423,4,37,2013,22,139,32,25,20,6002,0,3,162,230
RAILWAYS,0,38,Kerala,0,0,0,229,0,4,1,3,2013,0,229,2,2,0,368,0,0,2,3
THRISSUR COMMR.,0,4862,Kerala,29,14,6,157,29,384,2,21,2013,27,130,8,19,8,6485,2,0,75,353
THRISSUR RURAL,0,14390,Kerala,64,8,9,179,64,512,13,39,2013,36,143,29,13,36,17207,5,3,121,349
TRIVANDRUM COMMR.,0,7204,Kerala,54,27,7,274,54,565,7,73,2013,83,191,19,12,6,10171,3,14,106,246
TRIVANDRUM RURAL,0,5267,Kerala,130,11,8,346,130,748,32,87,2013,105,241,90,44,37,10326,14,4,282,293
WAYANADU,0,1423,Kerala,50,5,5,65,50,238,7,16,2013,21,44,14,19,17,3068,1,1,93,114
ZZ TOTAL,0,119628,Kerala,1221,339,104,4079,1221,10042,252,784,2013,1250,2829,603,372,479,176334,67,79,2929,4841
AGAR,0,552,Madhya Pradesh,24,2,0,76,24,17,18,7,2013,46,30,17,19,12,1209,1,0,33,14
ALIRAJPUR,0,575,Madhya Pradesh,29,1,1,67,29,16,18,8,2013,41,26,31,48,8,1175,3,0,31,4
ANUPPUR,0,920,Madhya Pradesh,84,11,2,129,84,10,34,21,2013,56,73,22,27,7,1860,4,3,158,13
ASHOK NAGAR,0,1053,Madhya Pradesh,64,4,0,91,64,17,28,22,2013,40,51,26,26,6,2534,2,0,75,4
BALAGHAT,0,1775,Madhya Pradesh,99,15,7,100,99,51,5,10,2013,38,62,12,50,7,2871,2,1,94,33
BARWANI,0,1483,Madhya Pradesh,51,0,1,170,51,20,43,13,2013,87,83,21,32,3,2260,1,0,86,9
BETUL,0,1954,Madhya Pradesh,119,0,3,198,119,9,83,20,2013,63,135,34,62,3,3363,0,0,129,19
BHIND,0,1491,Madhya Pradesh,57,11,3,337,57,64,55,73,2013,210,127,100,61,9,4333,6,0,156,44
BHOPAL,0,8514,Madhya Pradesh,173,22,0,2452,173,78,107,209,2013,1586,866,115,55,18,13927,0,6,908,172
BHOPAL RLY.,0,224,Madhya Pradesh,5,2,2,1638,5,4,5,31,2013,14,1624,5,3,0,1953,0,0,6,5
BURHANPUR,0,697,Madhya Pradesh,34,3,0,106,34,10,22,7,2013,42,64,7,15,1,1636,1,0,47,8
CHHATARPUR,0,2898,Madhya Pradesh,77,5,4,224,77,31,38,37,2013,200,24,52,46,11,4527,2,0,268,28
CHHINDWARA,0,1337,Madhya Pradesh,151,9,3,211,151,44,192,17,2013,100,111,34,78,32,5142,1,0,187,26
DAMOH,0,889,Madhya Pradesh,50,0,0,104,50,10,21,15,2013,46,58,33,39,5,2630,0,0,97,11
DATIYA,0,1401,Madhya Pradesh,27,5,0,123,27,13,24,30,2013,43,80,52,39,12,2267,1,0,60,12
DEWAS,0,3239,Madhya Pradesh,81,20,1,437,81,32,19,14,2013,160,277,54,38,16,4980,1,0,148,22
DHAR,0,3680,Madhya Pradesh,108,20,0,602,108,61,175,33,2013,332,270,40,56,16,6164,7,0,200,37
DINDORI,0,1386,Madhya Pradesh,76,2,16,63,76,9,20,1,2013,15,48,6,22,4,1990,0,0,50,14
GUNA,0,1992,Madhya Pradesh,105,5,1,323,105,34,26,35,2013,170,153,38,39,10,3788,5,0,156,19
GWALIOR,0,5356,Madhya Pradesh,158,39,17,1641,158,102,67,145,2013,1231,410,151,93,25,10693,8,1,852,122
HARDA,0,689,Madhya Pradesh,33,1,2,77,33,13,9,9,2013,47,30,9,14,5,1100,0,0,35,3
HOSHANGABAD,0,2071,Madhya Pradesh,79,8,0,268,79,18,106,24,2013,142,126,45,40,15,3630,2,0,178,17
INDORE,0,10669,Madhya Pradesh,190,25,10,5906,190,84,398,224,2013,4315,1591,215,106,53,22249,4,8,1455,143
INDORE RLY.,0,72,Madhya Pradesh,3,0,0,367,3,2,6,6,2013,13,354,1,2,0,471,0,0,2,0
JABALPUR,0,4034,Madhya Pradesh,145,21,5,927,145,57,174,117,2013,551,376,125,76,27,10790,3,0,509,163
JABALPUR RLY.,0,182,Madhya Pradesh,1,0,0,756,1,2,2,18,2013,13,743,3,3,0,1005,0,0,10,4
JHABUA,0,1786,Madhya Pradesh,49,3,1,158,49,29,96,23,2013,85,73,7,20,12,2498,3,0,76,8
KATNI,0,1589,Madhya Pradesh,65,2,7,171,65,19,72,12,2013,98,73,26,46,5,3803,1,0,155,25
KHANDWA,0,2047,Madhya Pradesh,97,8,0,258,97,38,105,15,2013,87,171,40,34,5,3336,1,1,214,26
KHARGON,0,2946,Madhya Pradesh,95,4,2,440,95,34,177,28,2013,186,254,35,43,8,4800,2,2,193,9
MANDLA,0,1116,Madhya Pradesh,88,1,2,53,88,4,14,2,2013,28,25,16,28,2,1906,0,0,63,13
MANDSAUR,0,2434,Madhya Pradesh,74,18,0,319,74,13,31,7,2013,144,175,52,27,16,3772,2,0,116,46
MORENA,0,1979,Madhya Pradesh,60,2,5,519,60,99,48,52,2013,290,229,128,55,6,5588,7,1,169,44
NARSINGHPUR,0,981,Madhya Pradesh,101,6,1,191,101,18,69,11,2013,83,108,40,30,13,3649,1,0,184,23
